-1.0472	2.22964	0.019388	2.29256	0.0203128	2.38956	0.0221026	2.47771	0.0237703	2.5658	0.0255068	2.61509	0.0266559
-0.916298	2.35111	0.020086	2.42847	0.0210467	2.40824	0.0221884	2.43928	0.023695	2.51597	0.0252944	2.47915	0.026078
-0.785399	2.42657	0.0203068	2.47716	0.0210028	2.46982	0.0226162	2.47331	0.0238592	2.40717	0.0248451	2.39677	0.0254506
-0.654499	2.57235	0.0206914	2.57925	0.0215486	2.54287	0.0226978	2.4698	0.0238423	2.35164	0.0242241	2.37573	0.0251567
-0.523599	2.70273	0.0212258	2.67017	0.0218766	2.54901	0.0226032	2.48619	0.0240929	2.31703	0.0241837	2.30115	0.0247556
-0.392699	2.81337	0.0219987	2.77991	0.0226564	2.60901	0.0231916	2.43884	0.02373	2.30373	0.0240651	2.20129	0.0243587
-0.2618	2.92221	0.02241	2.78252	0.0223797	2.62095	0.0232139	2.49178	0.0238751	2.25823	0.0240326	2.16711	0.0242233
-0.1309	2.9596	0.0223171	2.84873	0.0227578	2.66205	0.0232705	2.42082	0.0234886	2.2731	0.0242676	2.19545	0.0244089
-3.33333e-07	3.00121	0.0224886	2.85155	0.0226878	2.63534	0.0230296	2.46493	0.0238511	2.25059	0.0241013	2.20427	0.0243891
0.130899	2.94436	0.0224357	2.8052	0.0225469	2.62741	0.0232784	2.42306	0.0235216	2.278	0.0241867	2.19423	0.0245741
0.261799	2.86313	0.0221104	2.78649	0.0225568	2.57645	0.0229657	2.44964	0.0237711	2.3043	0.0243434	2.26757	0.024825
0.392699	2.75679	0.0216646	2.63253	0.0216157	2.53601	0.022769	2.46782	0.0239582	2.33516	0.0245112	2.32496	0.0251526
0.523598	2.61691	0.0211056	2.56712	0.0213826	2.5158	0.0223022	2.44096	0.0239046	2.38295	0.0247785	2.39848	0.0255074
0.654498	2.47123	0.020546	2.47037	0.0211835	2.47016	0.0225069	2.48421	0.0241994	2.45352	0.0250773	2.45593	0.0257282
0.785398	2.33296	0.0201101	2.37985	0.0209016	2.43181	0.0224112	2.52617	0.0243409	2.49108	0.0250199	2.54963	0.026534
0.916298	2.22745	0.0195208	2.30621	0.0204072	2.38552	0.0219715	2.50639	0.023984	2.53624	0.0252944	2.62823	0.0266743
1.0472	2.1433	0.0190261	2.22018	0.0199886	2.32545	0.0219638	2.51916	0.0241564	2.58987	0.0256403	2.73179	0.0273063
1.1781	2.05004	0.0187265	2.12663	0.0195804	2.30313	0.0217154	2.48879	0.023913	2.647	0.0259714	2.76338	0.0273127
1.309	2.03107	0.0186765	2.0924	0.0193125	2.28847	0.0216743	2.50007	0.0239862	2.65874	0.0261081	2.84997	0.0276478
1.4399	2.02667	0.0185746	2.11738	0.0196784	2.26419	0.0217306	2.53112	0.0239808	2.69621	0.0262436	2.88181	0.0278167
1.5708	2.02142	0.0185142	2.14978	0.0198946	2.32169	0.0216602	2.56753	0.0242476	2.77625	0.0265031	2.96658	0.0281632
1.7017	2.09183	0.0192121	2.15154	0.0197365	2.30344	0.0216762	2.53741	0.024216	2.75803	0.0264653	2.90847	0.0281591
1.8326	2.13219	0.019133	2.17811	0.0196573	2.35625	0.0221343	2.60261	0.0246643	2.74038	0.0265644	2.85373	0.0276685
1.9635	2.2242	0.0194634	2.25878	0.0201594	2.37388	0.0218855	2.58236	0.0243596	2.68874	0.0259747	2.82605	0.0279229
2.09439	2.27921	0.0197026	2.32672	0.0204222	2.43572	0.0220028	2.60351	0.0245359	2.64593	0.0259824	2.71551	0.0269646
2.22529	2.43106	0.0203259	2.44806	0.0209556	2.49666	0.022488	2.63981	0.0250425	2.57669	0.0257527	2.62521	0.0267918
2.35619	2.51539	0.0208036	2.57059	0.0215887	2.51599	0.0227067	2.5828	0.0244268	2.53357	0.0252563	2.52947	0.0265479
2.48709	2.69832	0.0214462	2.6461	0.0218552	2.58174	0.0227297	2.55744	0.0245304	2.48227	0.025166	2.42027	0.0256889
2.61799	2.75962	0.0216137	2.74667	0.0223177	2.613	0.0228253	2.52662	0.0239725	2.38163	0.0244137	2.32933	0.0249151
2.74889	2.86757	0.0221457	2.8168	0.0227952	2.65154	0.0233427	2.49062	0.0241077	2.36664	0.0246368	2.25869	0.0246922
2.87979	2.9708	0.0226063	2.88777	0.022861	2.66228	0.023416	2.47937	0.0240502	2.27283	0.0240237	2.2399	0.0244813
3.01069	3.00482	0.0225209	2.86462	0.0227724	2.66831	0.0232678	2.54336	0.0244562	2.28885	0.0241538	2.23679	0.0244918
3.14159	3.03876	0.0229623	2.86616	0.0227404	2.67688	0.0232679	2.51967	0.0240905	2.26986	0.0238311	2.22755	0.0245008
3.27249	2.96092	0.0224446	2.85368	0.0228918	2.61876	0.0232443	2.46619	0.0241225	2.25565	0.0241695	2.18959	0.024211
3.40339	2.91685	0.0223313	2.76757	0.0223415	2.66393	0.0234483	2.52812	0.0245038	2.35745	0.0246414	2.26944	0.0248342
3.53429	2.77763	0.0216556	2.72417	0.0221347	2.65992	0.0234583	2.46701	0.0239432	2.39405	0.024626	2.38045	0.025238
3.66519	2.65768	0.0212392	2.6156	0.02164	2.61712	0.0230475	2.56237	0.0245037	2.41003	0.0244067	2.38979	0.0253431
3.79609	2.56681	0.0210517	2.55732	0.0215203	2.58414	0.023218	2.55533	0.0243197	2.46483	0.0251494	2.5287	0.0260977
